question,answer_llm,answer_orig,document
What's the best way to reach out for support since I don't see separate live classes for each module?,"There are no separate live classes for each module by default. If you need support, the best way is to:

- ask your question in **Slack**
- follow the **asking questions guidelines**
- watch for **separately announced live sessions** when they happen

If you want extra structured help, there’s also the optional paid **AI Shipping Labs** community with regular Zoom office hours.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count my Bluesky posts toward the learning in public credits for this course?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Does posting on Bluesky qualify for the learning in public requirement?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"Are Bluesky updates accepted as learning in public credits, or do I need another platform?","Yes. Bluesky posts are accepted as learning in public credits, so you do not need another platform.",Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my progress on Bluesky, will that be considered for course credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is Bluesky an allowed platform for earning learning in public credits in the course?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram channel for LLM Zoomcamp?,The Telegram channel for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do I join the LLM Zoomcamp Telegram group?,The Telegram channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Is there a Telegram link for the LLM Zoomcamp course announcements?,Yes — the Telegram channel for LLM Zoomcamp announcements is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Which channel should I use for announcements in LLM Zoomcamp?,Use the **LLM Zoomcamp Telegram channel** for announcements: **https://t.me/llm_zoomcamp**.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I ask technical questions in the Telegram channel or somewhere else?,Use the **course Slack channel** for technical discussion and questions. The **Telegram channel** is for announcements only.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
